case_id,district,project_category,land_category,area_acres,owner_count,circle_rate_lakh_acre,awarded_compensation_cr,is_anomaly,anomaly_type
CMP-1642,Valsad,Industrial,commercial,25.69,5,22.4,22.266,0,NORMAL
CMP-1643,Raigad,Industrial,agricultural,3.55,2,34.61,4.252,1,OVER_VALUED
CMP-1644,Valsad,Water,agricultural,15.64,1,41.89,11.889,0,NORMAL
CMP-1645,Palghar,Industrial,residential,23.11,7,47.64,29.223,0,NORMAL
CMP-1646,Surat,Aviation,residential,25.16,6,78.59,48.403,0,NORMAL
CMP-1647,Ahmedabad,Aviation,residential,21.02,8,79.51,38.628,0,NORMAL
CMP-1648,Palghar,Railways,agricultural,25.28,3,48.79,25.671,0,NORMAL
CMP-1649,Raigad,Water,residential,44.14,2,62.68,64.705,0,NORMAL
CMP-1650,Thane,Industrial,agricultural,5.5,6,138.41,14.18,0,NORMAL
CMP-1651,Sonnagar,Industrial,commercial,6.4,8,27.16,6.494,0,NORMAL
CMP-1652,Gautam Buddha Nagar,Water,commercial,31.59,5,114.31,117.312,0,NORMAL
CMP-1653,Palghar,Energy,residential,43.42,3,32.33,40.041,0,NORMAL
CMP-1654,Valsad,Energy,residential,8.39,7,34.38,7.27,0,NORMAL
CMP-1655,Raigad,Industrial,commercial,17.51,1,36.74,23.879,0,NORMAL
CMP-1656,Hooghly,Water,agricultural,9.49,5,45.68,9.69,0,NORMAL
CMP-1657,Ahmedabad,Highways,agricultural,40.28,6,105.13,89.174,0,NORMAL
CMP-1658,Navsari,Energy,agricultural,35.7,2,31.28,21.908,0,NORMAL
CMP-1659,Ahmedabad,Energy,commercial,18.27,8,75.61,45.031,0,NORMAL
CMP-1660,Ahmedabad,Highways,commercial,17.42,1,69.39,38.505,0,NORMAL
CMP-1661,Raigad,Aviation,residential,10.65,5,49.62,15.557,0,NORMAL
CMP-1662,Thane,Highways,residential,10.15,1,106.58,26.391,0,NORMAL
CMP-1663,Ahmedabad,Railways,agricultural,41.44,4,108.97,88.728,0,NORMAL
CMP-1664,Raigad,Industrial,agricultural,7.12,1,51.7,9.693,1,OVER_VALUED
CMP-1665,Panna,Industrial,commercial,24.83,6,18.12,14.246,0,NORMAL
CMP-1666,Dankuni,Water,agricultural,22.53,6,51.51,21.81,0,NORMAL
CMP-1667,Panna,Water,commercial,12.39,4,14.94,7.55,0,NORMAL
CMP-1668,Navsari,Highways,residential,6.14,8,35.99,5.84,0,NORMAL
CMP-1669,Dankuni,Railways,commercial,40.62,3,41.17,61.015,0,NORMAL
CMP-1670,Valsad,Industrial,commercial,21.95,7,25.45,20.246,0,NORMAL
CMP-1671,Panna,Industrial,commercial,6.21,3,20.87,4.2,0,NORMAL
CMP-1672,Gautam Buddha Nagar,Water,residential,5.04,6,129.66,14.573,0,NORMAL
CMP-1673,Dankuni,Industrial,agricultural,28.15,1,54.69,31.75,0,NORMAL
CMP-1674,Sonnagar,Highways,agricultural,22.45,4,23.02,10.389,0,NORMAL
CMP-1675,Surat,Railways,agricultural,5.38,3,82.23,10.817,0,NORMAL
CMP-1676,Gautam Buddha Nagar,Aviation,residential,19.31,7,74.85,32.931,0,NORMAL
CMP-1677,Palghar,Water,residential,22.93,4,28.92,16.112,0,NORMAL
CMP-1678,Sonnagar,Energy,residential,5.17,3,35.04,4.532,0,NORMAL
CMP-1679,Surat,Energy,agricultural,5.49,5,51.3,5.456,0,NORMAL
CMP-1680,Panna,Highways,commercial,26.95,5,27.19,23.393,0,NORMAL
CMP-1681,Dankuni,Aviation,commercial,27.98,1,58.42,55.835,0,NORMAL
CMP-1682,Valsad,Railways,residential,32.34,4,41.05,27.84,0,NORMAL
CMP-1683,Palghar,Highways,commercial,8.97,7,25.31,9.511,0,NORMAL
CMP-1684,Panna,Energy,residential,17.05,3,17.05,6.762,0,NORMAL
CMP-1685,Sonnagar,Water,commercial,10.43,8,35.27,13.099,0,NORMAL
CMP-1686,Dankuni,Highways,residential,21.84,4,62.03,32.41,0,NORMAL
CMP-1687,Hooghly,Railways,agricultural,39.8,8,34.97,26.345,0,NORMAL
CMP-1688,Raigad,Water,commercial,42.63,4,39.79,59.085,0,NORMAL
CMP-1689,Thane,Industrial,agricultural,12.63,4,67.21,18.0,0,NORMAL
CMP-1690,Palghar,Aviation,residential,4.69,6,29.57,3.524,0,NORMAL
CMP-1691,Ahmedabad,Railways,agricultural,28.92,2,82.01,48.498,0,NORMAL
CMP-1692,Valsad,Water,commercial,34.78,2,36.31,17.734,1,UNDER_VALUED
CMP-1693,Sonnagar,Water,residential,3.19,4,28.09,2.191,0,NORMAL
CMP-1694,Thane,Industrial,agricultural,4.05,7,92.91,6.886,0,NORMAL
CMP-1695,Sonnagar,Railways,residential,0.66,3,30.46,0.516,0,NORMAL
CMP-1696,Surat,Highways,agricultural,25.2,6,61.07,27.327,0,NORMAL
CMP-1697,Gautam Buddha Nagar,Energy,agricultural,42.1,8,80.24,74.27,0,NORMAL
CMP-1698,Ahmedabad,Railways,commercial,20.16,4,92.3,59.644,0,NORMAL
CMP-1699,Ahmedabad,Highways,commercial,5.49,2,65.62,10.934,0,NORMAL
CMP-1700,Ahmedabad,Aviation,residential,13.85,4,88.15,28.414,0,NORMAL
CMP-1701,Surat,Energy,commercial,3.71,2,77.94,9.302,0,NORMAL
CMP-1702,Sonnagar,Highways,commercial,1.34,5,32.06,1.601,0,NORMAL
CMP-1703,Sonnagar,Aviation,residential,1.34,1,20.85,0.697,0,NORMAL
CMP-1704,Ahmedabad,Energy,commercial,9.15,8,98.72,32.91,0,NORMAL
CMP-1705,Gautam Buddha Nagar,Railways,agricultural,2.67,8,79.03,4.167,0,NORMAL
CMP-1706,Dankuni,Highways,agricultural,5.63,1,53.77,6.175,0,NORMAL
CMP-1707,Dankuni,Water,commercial,24.01,6,45.58,37.158,0,NORMAL
CMP-1708,Panna,Industrial,commercial,25.64,5,23.1,20.065,0,NORMAL
CMP-1709,Valsad,Highways,agricultural,34.23,7,35.94,23.42,0,NORMAL
CMP-1710,Navsari,Aviation,agricultural,3.49,5,31.05,2.331,0,NORMAL
CMP-1711,Navsari,Energy,agricultural,5.77,4,44.99,5.743,0,NORMAL
CMP-1712,Raigad,Water,residential,4.28,4,45.79,7.186,1,OVER_VALUED
CMP-1713,Panna,Energy,residential,39.03,2,27.01,26.685,0,NORMAL
CMP-1714,Valsad,Water,agricultural,34.76,2,32.75,46.962,1,OVER_VALUED
CMP-1715,Navsari,Aviation,commercial,16.81,1,30.43,8.039,1,UNDER_VALUED
CMP-1716,Hooghly,Highways,residential,15.96,5,58.74,21.365,0,NORMAL
CMP-1717,Ahmedabad,Highways,residential,38.68,8,83.18,69.729,0,NORMAL
CMP-1718,Ahmedabad,Highways,residential,37.12,6,60.98,114.439,1,OVER_VALUED
CMP-1719,Ahmedabad,Water,agricultural,42.77,3,80.43,67.594,0,NORMAL
CMP-1720,Hooghly,Industrial,commercial,17.45,1,56.51,32.371,0,NORMAL
CMP-1721,Hooghly,Highways,residential,18.53,6,37.38,16.516,0,NORMAL
CMP-1722,Ahmedabad,Highways,commercial,26.66,8,95.07,98.198,0,NORMAL
CMP-1723,Surat,Railways,commercial,25.27,7,50.2,42.03,0,NORMAL
CMP-1724,Surat,Water,residential,9.25,7,64.04,14.117,0,NORMAL
CMP-1725,Ahmedabad,Highways,agricultural,4.24,7,98.7,8.727,0,NORMAL
CMP-1726,Sonnagar,Energy,agricultural,43.81,4,21.1,17.128,0,NORMAL
CMP-1727,Sonnagar,Aviation,residential,2.95,3,30.9,2.555,0,NORMAL
CMP-1728,Dankuni,Highways,agricultural,4.83,7,46.34,3.774,0,NORMAL
CMP-1729,Surat,Railways,agricultural,21.18,4,51.95,21.946,0,NORMAL
CMP-1730,Hooghly,Water,commercial,5.06,7,52.67,8.406,0,NORMAL
CMP-1731,Dankuni,Energy,agricultural,38.52,4,38.85,56.244,1,OVER_VALUED
CMP-1732,Sonnagar,Water,commercial,36.65,2,24.46,26.781,0,NORMAL
CMP-1733,Raigad,Industrial,residential,26.79,5,38.09,27.054,0,NORMAL
CMP-1734,Dankuni,Energy,residential,11.33,7,63.59,18.899,0,NORMAL
CMP-1735,Surat,Aviation,commercial,30.39,5,64.38,66.677,0,NORMAL
CMP-1736,Sonnagar,Aviation,commercial,36.67,7,21.1,28.453,0,NORMAL
CMP-1737,Raigad,Water,agricultural,38.72,2,40.98,14.418,1,UNDER_VALUED
CMP-1738,Sonnagar,Aviation,residential,17.37,4,33.44,16.003,0,NORMAL
CMP-1739,Raigad,Railways,commercial,11.96,6,59.91,28.516,0,NORMAL
CMP-1740,Thane,Highways,agricultural,39.86,2,65.64,45.674,0,NORMAL
CMP-1741,Thane,Industrial,agricultural,3.64,7,126.1,8.838,0,NORMAL
CMP-1742,Palghar,Water,commercial,37.73,5,40.82,54.314,0,NORMAL
CMP-1743,Hooghly,Aviation,commercial,26.77,2,53.26,52.776,0,NORMAL
CMP-1744,Gautam Buddha Nagar,Highways,residential,9.1,2,70.38,16.427,0,NORMAL
CMP-1745,Gautam Buddha Nagar,Water,commercial,24.29,3,106.62,32.42,1,UNDER_VALUED
CMP-1746,Dankuni,Industrial,agricultural,25.1,5,44.93,22.018,0,NORMAL
CMP-1747,Hooghly,Highways,commercial,42.13,6,55.7,85.5,0,NORMAL
CMP-1748,Raigad,Aviation,commercial,34.48,7,62.63,69.086,0,NORMAL
CMP-1749,Thane,Railways,agricultural,7.86,1,87.23,15.239,0,NORMAL
CMP-1750,Navsari,Railways,commercial,26.92,7,28.26,26.532,0,NORMAL
CMP-1751,Gautam Buddha Nagar,Energy,agricultural,19.91,1,111.16,48.989,0,NORMAL
CMP-1752,Valsad,Energy,agricultural,18.91,3,35.42,11.922,0,NORMAL
CMP-1753,Panna,Industrial,residential,38.23,1,17.23,16.868,0,NORMAL
CMP-1754,Palghar,Aviation,residential,43.68,2,34.18,38.327,0,NORMAL
CMP-1755,Panna,Water,residential,27.72,2,15.83,11.395,0,NORMAL
CMP-1756,Raigad,Railways,residential,21.1,4,47.53,24.402,0,NORMAL
CMP-1757,Panna,Energy,commercial,40.57,8,24.09,28.004,0,NORMAL
CMP-1758,Gautam Buddha Nagar,Aviation,agricultural,30.06,2,112.28,76.797,0,NORMAL
CMP-1759,Surat,Water,residential,36.49,7,66.77,49.432,0,NORMAL
CMP-1760,Thane,Industrial,commercial,26.08,5,104.91,79.23,0,NORMAL
CMP-1761,Ahmedabad,Water,commercial,14.05,2,95.13,46.526,0,NORMAL
CMP-1762,Navsari,Industrial,residential,8.44,7,29.0,5.351,0,NORMAL
CMP-1763,Panna,Highways,commercial,30.32,5,17.58,21.429,0,NORMAL
CMP-1764,Sonnagar,Industrial,residential,25.41,8,30.94,18.57,0,NORMAL
CMP-1765,Navsari,Energy,residential,41.43,5,46.83,44.85,0,NORMAL
CMP-1766,Ahmedabad,Energy,residential,37.12,1,69.1,64.803,0,NORMAL
CMP-1767,Surat,Energy,residential,4.17,5,48.49,4.859,0,NORMAL
CMP-1768,Sonnagar,Railways,agricultural,14.33,7,29.31,7.131,0,NORMAL
CMP-1769,Hooghly,Energy,agricultural,11.91,1,42.84,9.607,0,NORMAL
CMP-1770,Dankuni,Energy,residential,28.78,8,62.87,45.416,0,NORMAL
CMP-1771,Ahmedabad,Aviation,commercial,13.42,6,58.51,32.49,0,NORMAL
CMP-1772,Raigad,Railways,residential,27.23,5,35.66,22.585,0,NORMAL
CMP-1773,Surat,Industrial,commercial,34.88,2,79.02,104.152,0,NORMAL
CMP-1774,Panna,Aviation,residential,15.41,1,20.17,8.471,0,NORMAL
CMP-1775,Gautam Buddha Nagar,Aviation,agricultural,32.41,2,68.23,43.495,0,NORMAL
CMP-1776,Palghar,Industrial,commercial,13.35,3,30.39,15.433,0,NORMAL
CMP-1777,Panna,Aviation,commercial,15.85,3,20.26,11.786,0,NORMAL
CMP-1778,Raigad,Water,residential,12.83,7,54.01,16.416,0,NORMAL
CMP-1779,Raigad,Railways,commercial,20.73,6,33.76,26.709,0,NORMAL
CMP-1780,Surat,Railways,residential,5.25,7,53.28,7.329,0,NORMAL
CMP-1781,Valsad,Railways,agricultural,7.98,6,37.27,6.18,0,NORMAL
CMP-1782,Surat,Water,residential,17.32,6,75.41,36.393,0,NORMAL
CMP-1783,Raigad,Aviation,residential,2.12,2,53.4,2.494,0,NORMAL
CMP-1784,Palghar,Aviation,commercial,26.57,2,40.44,12.957,1,UNDER_VALUED
CMP-1785,Ahmedabad,Energy,commercial,6.35,6,60.71,13.574,0,NORMAL
CMP-1786,Sonnagar,Railways,agricultural,30.66,5,20.3,12.239,0,NORMAL
CMP-1787,Hooghly,Water,agricultural,31.42,3,41.86,26.32,0,NORMAL
CMP-1788,Valsad,Railways,commercial,35.14,3,37.11,43.968,0,NORMAL
CMP-1789,Gautam Buddha Nagar,Railways,residential,13.09,3,68.52,21.097,0,NORMAL
CMP-1790,Palghar,Railways,commercial,40.65,5,40.45,60.831,0,NORMAL
CMP-1791,Dankuni,Aviation,commercial,17.23,4,54.21,32.364,0,NORMAL
CMP-1792,Palghar,Industrial,commercial,8.97,1,33.75,10.107,0,NORMAL
CMP-1793,Hooghly,Aviation,residential,35.91,5,49.59,47.214,0,NORMAL
CMP-1794,Surat,Energy,commercial,34.2,2,52.98,69.159,0,NORMAL
CMP-1795,Surat,Water,residential,32.49,3,66.93,49.838,0,NORMAL
CMP-1796,Surat,Industrial,agricultural,16.05,4,46.86,14.975,0,NORMAL
CMP-1797,Panna,Highways,agricultural,11.33,8,16.72,3.553,0,NORMAL
CMP-1798,Panna,Aviation,agricultural,35.27,7,24.78,14.902,0,NORMAL
CMP-1799,Sonnagar,Highways,residential,25.2,1,26.76,17.226,0,NORMAL
CMP-1800,Panna,Highways,agricultural,16.3,5,26.47,9.206,0,NORMAL
CMP-1801,Surat,Industrial,residential,21.26,2,60.83,38.323,0,NORMAL
CMP-1802,Gautam Buddha Nagar,Aviation,agricultural,23.15,6,112.45,46.763,0,NORMAL
CMP-1803,Sonnagar,Energy,commercial,1.57,8,34.13,2.013,0,NORMAL
CMP-1804,Valsad,Industrial,agricultural,41.66,4,27.19,24.143,0,NORMAL
CMP-1805,Navsari,Industrial,residential,19.6,3,48.82,24.555,0,NORMAL
CMP-1806,Raigad,Energy,agricultural,24.19,2,33.27,14.344,0,NORMAL
CMP-1807,Dankuni,Industrial,residential,26.67,2,47.97,35.027,0,NORMAL
CMP-1808,Gautam Buddha Nagar,Highways,residential,3.64,8,124.99,10.792,0,NORMAL
CMP-1809,Raigad,Aviation,agricultural,35.55,6,34.51,24.408,0,NORMAL
CMP-1810,Palghar,Railways,agricultural,4.53,4,27.51,2.566,0,NORMAL
CMP-1811,Hooghly,Industrial,commercial,2.65,5,37.66,3.307,0,NORMAL
CMP-1812,Raigad,Highways,commercial,33.54,1,30.91,33.211,0,NORMAL
CMP-1813,Gautam Buddha Nagar,Highways,agricultural,38.73,4,69.07,48.081,0,NORMAL
CMP-1814,Palghar,Energy,commercial,1.28,4,41.48,0.611,1,UNDER_VALUED
CMP-1815,Palghar,Energy,commercial,35.76,1,40.7,55.238,0,NORMAL
CMP-1816,Palghar,Highways,commercial,14.19,6,30.63,14.273,0,NORMAL
CMP-1817,Raigad,Energy,residential,30.46,7,41.8,28.866,0,NORMAL
CMP-1818,Hooghly,Energy,agricultural,26.59,1,54.34,32.336,0,NORMAL
CMP-1819,Raigad,Highways,residential,30.91,7,58.76,39.529,0,NORMAL
CMP-1820,Panna,Energy,commercial,4.1,7,29.53,3.473,0,NORMAL
CMP-1821,Surat,Industrial,commercial,14.09,6,47.39,23.934,0,NORMAL
CMP-1822,Dankuni,Railways,agricultural,31.95,8,52.33,39.315,0,NORMAL
CMP-1823,Hooghly,Highways,agricultural,37.95,3,56.12,37.179,0,NORMAL
CMP-1824,Sonnagar,Aviation,commercial,41.15,7,33.8,54.12,0,NORMAL
CMP-1825,Dankuni,Water,agricultural,9.66,2,46.65,8.522,0,NORMAL
CMP-1826,Palghar,Industrial,residential,29.96,4,33.29,25.237,0,NORMAL
CMP-1827,Hooghly,Railways,commercial,24.2,7,34.95,48.309,1,OVER_VALUED
CMP-1828,Ahmedabad,Energy,residential,3.65,7,90.67,8.005,0,NORMAL
CMP-1829,Hooghly,Energy,agricultural,12.62,4,40.35,10.125,0,NORMAL
CMP-1830,Thane,Railways,agricultural,11.31,8,107.93,22.679,0,NORMAL
CMP-1831,Surat,Aviation,commercial,34.61,5,55.57,74.481,0,NORMAL
CMP-1832,Panna,Energy,agricultural,41.09,5,18.26,13.304,0,NORMAL
CMP-1833,Surat,Railways,agricultural,32.26,4,60.42,40.372,0,NORMAL
CMP-1834,Gautam Buddha Nagar,Industrial,commercial,39.09,1,65.14,75.12,0,NORMAL
CMP-1835,Dankuni,Energy,agricultural,21.17,8,64.83,15.728,1,UNDER_VALUED
CMP-1836,Sonnagar,Energy,commercial,14.23,7,31.22,17.401,0,NORMAL
CMP-1837,Hooghly,Railways,commercial,4.21,7,48.41,6.96,0,NORMAL
CMP-1838,Navsari,Highways,commercial,41.79,3,39.69,63.313,0,NORMAL
CMP-1839,Navsari,Water,residential,41.34,5,38.17,32.805,0,NORMAL
CMP-1840,Hooghly,Water,residential,43.17,4,46.45,51.643,0,NORMAL
CMP-1841,Palghar,Aviation,residential,26.93,3,26.11,16.6,0,NORMAL
CMP-1842,Thane,Highways,residential,19.62,2,73.12,36.864,0,NORMAL
CMP-1843,Thane,Railways,residential,9.24,3,135.19,32.877,0,NORMAL
CMP-1844,Thane,Railways,residential,9.92,5,137.02,38.76,0,NORMAL
CMP-1845,Ahmedabad,Energy,agricultural,23.13,3,73.49,33.755,0,NORMAL
CMP-1846,Dankuni,Industrial,residential,30.8,8,64.93,44.68,0,NORMAL
CMP-1847,Thane,Water,commercial,34.35,6,139.34,183.792,0,NORMAL
CMP-1848,Thane,Highways,residential,14.14,5,83.73,36.329,0,NORMAL
CMP-1849,Palghar,Highways,agricultural,7.42,3,31.23,5.362,0,NORMAL
CMP-1850,Palghar,Railways,agricultural,2.9,8,25.79,1.496,0,NORMAL
CMP-1851,Ahmedabad,Highways,residential,26.19,5,62.4,39.582,0,NORMAL
CMP-1852,Thane,Water,residential,15.63,7,101.96,39.089,0,NORMAL
CMP-1853,Panna,Railways,residential,6.24,3,16.75,2.695,0,NORMAL
CMP-1854,Palghar,Railways,residential,17.55,1,26.6,10.532,0,NORMAL
CMP-1855,Dankuni,Aviation,commercial,30.45,2,57.81,71.321,0,NORMAL
CMP-1856,Surat,Railways,agricultural,3.83,1,46.43,3.496,0,NORMAL
CMP-1857,Ahmedabad,Water,residential,10.3,6,73.42,20.718,0,NORMAL
CMP-1858,Gautam Buddha Nagar,Energy,residential,30.05,5,64.67,44.496,0,NORMAL
CMP-1859,Dankuni,Energy,commercial,14.56,2,35.8,21.573,0,NORMAL
CMP-1860,Surat,Water,residential,23.65,4,84.17,51.092,0,NORMAL
CMP-1861,Raigad,Industrial,commercial,7.33,1,33.78,9.177,0,NORMAL
CMP-1862,Raigad,Energy,agricultural,41.52,3,61.49,54.87,0,NORMAL
CMP-1863,Hooghly,Industrial,commercial,10.02,8,58.58,21.439,0,NORMAL
CMP-1864,Ahmedabad,Highways,commercial,30.17,2,104.44,97.817,0,NORMAL
CMP-1865,Ahmedabad,Aviation,commercial,11.9,1,59.81,19.844,0,NORMAL
CMP-1866,Sonnagar,Water,residential,19.91,3,29.58,18.859,0,NORMAL
CMP-1867,Panna,Water,residential,33.95,8,14.74,12.786,0,NORMAL
CMP-1868,Thane,Industrial,agricultural,25.41,4,120.41,62.096,0,NORMAL
CMP-1869,Valsad,Energy,residential,35.67,3,34.67,33.061,0,NORMAL
CMP-1870,Gautam Buddha Nagar,Water,agricultural,13.98,6,94.96,29.393,0,NORMAL
CMP-1871,Navsari,Water,residential,32.94,4,46.37,41.629,0,NORMAL
CMP-1872,Panna,Industrial,agricultural,11.03,6,18.78,4.251,0,NORMAL
CMP-1873,Thane,Energy,residential,17.51,7,96.07,36.877,0,NORMAL
CMP-1874,Surat,Aviation,residential,39.17,1,80.23,82.497,0,NORMAL
CMP-1875,Navsari,Industrial,agricultural,37.89,2,44.47,31.489,0,NORMAL
CMP-1876,Valsad,Highways,agricultural,10.69,3,42.05,10.354,0,NORMAL
CMP-1877,Palghar,Water,commercial,16.58,2,31.23,18.853,0,NORMAL
CMP-1878,Panna,Energy,residential,42.69,4,29.65,31.943,0,NORMAL
CMP-1879,Ahmedabad,Water,commercial,33.95,6,77.46,86.023,0,NORMAL
CMP-1880,Palghar,Aviation,commercial,8.22,8,38.31,11.729,0,NORMAL
CMP-1881,Surat,Industrial,agricultural,41.12,8,56.64,50.96,0,NORMAL
CMP-1882,Dankuni,Water,agricultural,13.53,3,62.77,7.227,1,UNDER_VALUED
CMP-1883,Raigad,Railways,commercial,31.24,4,34.79,37.801,0,NORMAL
CMP-1884,Ahmedabad,Railways,agricultural,41.17,5,66.47,62.701,0,NORMAL
CMP-1885,Navsari,Highways,agricultural,41.04,7,34.6,49.28,1,OVER_VALUED
CMP-1886,Gautam Buddha Nagar,Aviation,residential,35.39,4,94.33,82.709,0,NORMAL
CMP-1887,Dankuni,Aviation,commercial,16.76,6,66.26,44.725,0,NORMAL
CMP-1888,Thane,Railways,residential,7.89,2,126.45,24.091,0,NORMAL
CMP-1889,Navsari,Highways,residential,28.2,5,32.6,23.212,0,NORMAL
CMP-1890,Thane,Water,residential,12.26,4,84.15,25.775,0,NORMAL
CMP-1891,Gautam Buddha Nagar,Energy,commercial,29.02,1,113.34,107.773,0,NORMAL
CMP-1892,Ahmedabad,Water,residential,25.84,4,79.61,56.387,0,NORMAL
CMP-1893,Sonnagar,Railways,residential,29.05,3,24.93,7.282,1,UNDER_VALUED
CMP-1894,Navsari,Energy,residential,43.98,8,48.71,54.281,0,NORMAL
CMP-1895,Thane,Aviation,agricultural,31.02,2,137.38,90.927,0,NORMAL
CMP-1896,Ahmedabad,Highways,agricultural,24.65,7,72.15,33.89,0,NORMAL
CMP-1897,Sonnagar,Aviation,agricultural,42.76,7,29.63,22.597,0,NORMAL
CMP-1898,Thane,Industrial,agricultural,33.86,8,107.8,78.048,0,NORMAL
CMP-1899,Hooghly,Aviation,residential,25.5,7,53.53,32.376,0,NORMAL
CMP-1900,Valsad,Industrial,agricultural,23.18,6,35.87,17.814,0,NORMAL
CMP-1901,Thane,Railways,agricultural,27.26,1,89.8,49.43,0,NORMAL
CMP-1902,Raigad,Water,agricultural,32.25,5,34.71,20.466,0,NORMAL
CMP-1903,Panna,Water,agricultural,9.88,7,29.97,5.673,0,NORMAL
CMP-1904,Surat,Aviation,agricultural,20.54,2,57.23,49.683,1,OVER_VALUED
CMP-1905,Surat,Industrial,commercial,3.45,2,57.36,7.011,0,NORMAL
CMP-1906,Palghar,Aviation,commercial,30.12,2,35.63,36.12,0,NORMAL
CMP-1907,Hooghly,Water,residential,31.28,3,52.69,37.561,0,NORMAL
CMP-1908,Panna,Water,agricultural,44.04,3,19.28,16.962,0,NORMAL
CMP-1909,Surat,Energy,commercial,35.93,7,84.51,92.711,0,NORMAL
CMP-1910,Panna,Water,agricultural,28.18,2,21.29,10.264,0,NORMAL
CMP-1911,Raigad,Highways,agricultural,13.6,5,59.08,16.483,0,NORMAL
CMP-1912,Thane,Railways,residential,18.67,4,134.23,72.369,0,NORMAL
CMP-1913,Ahmedabad,Highways,agricultural,28.75,7,60.03,38.553,0,NORMAL
CMP-1914,Gautam Buddha Nagar,Energy,residential,19.84,3,108.97,61.704,0,NORMAL
CMP-1915,Ahmedabad,Energy,commercial,31.7,3,110.65,117.9,0,NORMAL
CMP-1916,Sonnagar,Aviation,commercial,30.28,1,21.96,25.563,0,NORMAL
CMP-1917,Thane,Energy,commercial,11.53,1,112.15,43.001,0,NORMAL
CMP-1918,Hooghly,Water,commercial,2.14,8,41.76,3.616,0,NORMAL
CMP-1919,Panna,Energy,residential,0.68,6,23.53,0.442,0,NORMAL
CMP-1920,Thane,Energy,commercial,40.13,1,99.95,118.507,0,NORMAL
CMP-1921,Raigad,Railways,commercial,18.86,3,38.95,23.716,0,NORMAL
CMP-1922,Sonnagar,Energy,agricultural,32.21,6,22.71,14.691,0,NORMAL
CMP-1923,Navsari,Industrial,commercial,5.39,7,43.23,7.02,0,NORMAL
CMP-1924,Palghar,Aviation,agricultural,14.72,1,39.3,11.239,0,NORMAL
CMP-1925,Navsari,Water,commercial,39.83,3,43.42,67.291,0,NORMAL
CMP-1926,Thane,Energy,commercial,18.03,3,105.44,87.104,0,NORMAL
CMP-1927,Valsad,Energy,commercial,28.71,5,31.37,34.048,0,NORMAL
CMP-1928,Ahmedabad,Highways,commercial,6.09,7,82.09,19.483,0,NORMAL
CMP-1929,Ahmedabad,Railways,residential,7.34,3,58.61,10.606,0,NORMAL
CMP-1930,Palghar,Aviation,commercial,26.5,6,38.15,32.791,0,NORMAL
CMP-1931,Gautam Buddha Nagar,Highways,residential,29.18,8,63.51,46.471,0,NORMAL
CMP-1932,Palghar,Aviation,agricultural,20.39,5,28.5,11.521,0,NORMAL
CMP-1933,Palghar,Water,agricultural,12.9,2,47.85,11.492,0,NORMAL
CMP-1934,Raigad,Industrial,agricultural,28.32,1,52.08,31.595,0,NORMAL
CMP-1935,Dankuni,Energy,agricultural,27.78,7,40.62,20.887,0,NORMAL
CMP-1936,Gautam Buddha Nagar,Industrial,residential,17.33,6,84.06,37.709,0,NORMAL
CMP-1937,Thane,Energy,agricultural,25.05,7,86.52,48.699,0,NORMAL
CMP-1938,Navsari,Highways,agricultural,35.87,3,50.02,17.725,1,UNDER_VALUED
CMP-1939,Panna,Industrial,agricultural,23.01,6,19.3,8.656,0,NORMAL
CMP-1940,Valsad,Railways,residential,40.33,2,35.29,35.881,0,NORMAL
CMP-1941,Sonnagar,Water,agricultural,30.89,1,25.26,14.756,0,NORMAL
CMP-1942,Dankuni,Aviation,commercial,37.73,6,59.01,69.772,0,NORMAL
CMP-1943,Valsad,Highways,agricultural,42.72,2,27.56,24.826,0,NORMAL
CMP-1944,Thane,Water,residential,1.4,4,105.37,3.724,0,NORMAL
CMP-1945,Panna,Aviation,commercial,2.36,7,18.18,1.661,0,NORMAL
CMP-1946,Valsad,Water,commercial,37.89,1,41.18,50.183,0,NORMAL
CMP-1947,Valsad,Water,commercial,1.09,2,23.53,0.744,0,NORMAL
CMP-1948,Navsari,Water,commercial,20.42,7,45.07,34.188,0,NORMAL
CMP-1949,Panna,Energy,commercial,38.6,6,27.06,34.014,0,NORMAL
CMP-1950,Navsari,Industrial,residential,27.28,5,40.17,25.717,0,NORMAL
CMP-1951,Sonnagar,Aviation,residential,41.73,4,29.4,33.498,0,NORMAL
CMP-1952,Palghar,Water,agricultural,39.37,1,46.81,16.917,1,UNDER_VALUED
CMP-1953,Raigad,Railways,agricultural,31.45,8,49.34,35.541,0,NORMAL
CMP-1954,Dankuni,Highways,agricultural,41.11,3,46.27,40.975,0,NORMAL
CMP-1955,Palghar,Industrial,residential,7.32,4,33.41,6.369,0,NORMAL
CMP-1956,Raigad,Industrial,agricultural,8.76,4,63.51,12.731,0,NORMAL
CMP-1957,Surat,Industrial,agricultural,32.84,6,62.87,41.919,0,NORMAL
CMP-1958,Valsad,Highways,residential,7.23,4,31.02,5.172,0,NORMAL
CMP-1959,Panna,Industrial,commercial,39.28,6,25.74,67.102,1,OVER_VALUED
CMP-1960,Dankuni,Energy,commercial,22.74,5,47.64,38.934,0,NORMAL
CMP-1961,Gautam Buddha Nagar,Industrial,commercial,41.38,6,119.01,199.39,0,NORMAL
CMP-1962,Dankuni,Aviation,agricultural,43.18,7,43.05,33.202,0,NORMAL
