stage_duration_days,district,project_category,objection_count,has_dispute,land_category,area_acres,owner_count,distance_from_hq_km,is_delayed,days_to_next_stage
212,Hooghly,Industrial,1,0,commercial,1.74,3,72.3,0,94.5
114,Navsari,Railways,1,0,agricultural,70.28,9,78.7,1,148.5
99,Hooghly,Industrial,10,1,commercial,66.73,3,56.1,1,326.9
172,Valsad,Railways,6,1,commercial,36.57,3,79.0,1,292.1
124,Raigad,Energy,1,0,residential,67.75,1,24.1,0,122.3
151,Thane,Highways,0,0,residential,69.21,1,28.4,0,91.3
211,Valsad,Railways,3,0,commercial,10.2,5,50.7,1,140.1
154,Raigad,Water,0,0,agricultural,41.38,9,81.7,0,125.3
234,Raigad,Energy,4,0,residential,69.19,4,75.7,0,196.2
267,Navsari,Railways,1,0,agricultural,78.66,11,28.0,0,160.1
162,Ahmedabad,Energy,4,1,commercial,24.71,5,86.7,1,249.2
84,Ahmedabad,Energy,0,0,agricultural,3.63,3,76.6,0,72.3
136,Dankuni,Railways,3,1,agricultural,64.05,14,31.5,1,300.0
119,Hooghly,Highways,0,0,residential,59.18,1,28.4,0,108.2
266,Gautam Buddha Nagar,Water,5,1,commercial,34.13,6,75.4,1,286.4
18,Ahmedabad,Railways,10,1,residential,78.79,2,87.5,1,345.8
103,Palghar,Industrial,2,0,agricultural,8.92,3,19.7,0,104.5
171,Raigad,Aviation,0,0,agricultural,59.19,2,50.3,0,114.0
252,Surat,Aviation,1,0,residential,61.47,4,50.2,1,156.9
252,Raigad,Energy,2,0,commercial,29.37,6,26.7,1,163.6
87,Gautam Buddha Nagar,Highways,1,0,commercial,62.15,6,71.0,0,130.4
215,Surat,Aviation,4,1,agricultural,57.6,2,62.0,1,289.5
126,Surat,Railways,1,0,commercial,77.35,1,32.3,0,131.8
225,Gautam Buddha Nagar,Industrial,4,0,agricultural,58.76,13,32.4,1,209.6
296,Navsari,Railways,4,1,residential,26.35,3,67.3,1,306.7
299,Panna,Railways,0,0,commercial,10.21,6,61.9,0,92.7
163,Surat,Railways,2,1,commercial,45.9,3,82.5,1,212.7
74,Hooghly,Industrial,9,1,residential,48.49,4,2.2,1,291.5
141,Raigad,Highways,1,0,commercial,60.9,4,68.8,0,146.1
300,Valsad,Railways,1,0,residential,10.89,1,77.5,0,119.7
42,Valsad,Water,0,0,residential,70.73,3,72.8,0,81.6
272,Dankuni,Water,1,0,residential,28.27,2,66.5,0,94.9
109,Dankuni,Industrial,10,1,commercial,31.85,1,76.3,1,288.6
157,Thane,Railways,0,0,agricultural,31.33,2,77.8,0,70.2
192,Palghar,Water,0,0,agricultural,17.2,12,55.1,1,123.4
100,Raigad,Aviation,2,0,residential,47.16,3,63.8,0,120.9
276,Navsari,Aviation,5,1,residential,72.98,4,94.3,1,325.8
73,Hooghly,Highways,2,1,residential,50.85,2,12.7,1,239.8
253,Sonnagar,Water,0,0,commercial,9.66,6,64.6,1,129.9
36,Palghar,Railways,2,1,agricultural,36.0,12,33.9,1,207.3
124,Hooghly,Railways,5,1,agricultural,34.8,6,21.4,1,266.9
281,Dankuni,Aviation,6,1,commercial,14.5,1,28.5,1,265.1
187,Dankuni,Industrial,1,0,agricultural,26.47,3,16.0,0,122.0
202,Gautam Buddha Nagar,Railways,0,0,residential,30.75,1,77.4,0,95.4
191,Surat,Aviation,9,1,residential,65.97,1,23.3,1,328.5
296,Surat,Water,0,0,commercial,24.9,2,21.7,1,128.2
87,Sonnagar,Railways,3,0,agricultural,34.09,6,59.1,0,134.4
46,Navsari,Highways,2,0,agricultural,7.29,7,82.2,0,100.7
69,Raigad,Energy,0,0,residential,69.19,1,22.6,0,64.1
23,Surat,Highways,3,0,agricultural,32.74,8,54.5,0,102.3
48,Ahmedabad,Energy,1,0,residential,62.38,3,36.6,0,97.5
69,Surat,Energy,6,1,commercial,37.21,1,12.3,1,237.2
121,Panna,Highways,8,1,agricultural,44.53,2,43.8,1,333.6
279,Hooghly,Railways,2,1,commercial,41.59,6,64.3,1,274.7
190,Thane,Aviation,1,0,agricultural,16.04,1,40.0,0,106.0
55,Sonnagar,Railways,2,0,commercial,23.37,5,90.7,0,101.2
115,Ahmedabad,Railways,8,1,agricultural,14.95,9,81.9,1,284.7
144,Sonnagar,Water,0,0,residential,45.12,3,20.5,0,62.4
95,Surat,Industrial,3,0,commercial,35.44,3,80.0,0,111.1
47,Raigad,Highways,2,0,commercial,56.11,4,3.8,0,113.2
174,Ahmedabad,Water,1,0,agricultural,2.48,2,75.9,0,104.0
144,Dankuni,Water,6,1,agricultural,47.05,9,73.4,1,287.6
153,Gautam Buddha Nagar,Aviation,0,0,residential,53.58,1,31.4,0,105.4
167,Gautam Buddha Nagar,Industrial,1,0,agricultural,40.0,7,74.8,0,123.4
116,Surat,Aviation,0,0,agricultural,10.06,7,37.5,0,82.3
91,Ahmedabad,Water,6,1,agricultural,76.23,8,46.6,1,306.3
108,Raigad,Energy,10,1,commercial,53.74,5,28.9,1,322.3
49,Gautam Buddha Nagar,Water,3,0,agricultural,13.63,7,80.9,0,114.5
278,Surat,Water,3,0,agricultural,67.62,2,10.3,1,182.1
147,Dankuni,Aviation,10,1,agricultural,75.53,13,9.8,1,392.9
273,Gautam Buddha Nagar,Industrial,2,0,residential,36.16,2,85.5,0,159.5
272,Thane,Aviation,4,0,residential,74.26,1,77.8,1,152.8
288,Ahmedabad,Energy,3,1,commercial,36.38,3,50.5,1,260.0
239,Hooghly,Industrial,1,0,commercial,5.41,1,26.1,1,116.3
107,Hooghly,Aviation,0,0,agricultural,7.27,10,39.5,0,68.0
153,Raigad,Industrial,1,0,commercial,34.17,5,16.0,0,96.7
40,Dankuni,Water,7,1,residential,18.73,1,26.1,1,214.2
233,Ahmedabad,Highways,10,1,commercial,51.56,2,47.3,1,316.8
185,Panna,Industrial,0,0,agricultural,62.43,8,56.0,1,108.8
164,Dankuni,Water,3,0,agricultural,74.14,12,61.5,1,172.6
150,Panna,Railways,0,0,residential,21.62,3,16.1,0,90.2
87,Valsad,Highways,7,1,commercial,46.61,2,78.8,1,283.9
128,Raigad,Highways,8,1,residential,42.85,2,59.1,1,285.5
92,Navsari,Water,2,0,commercial,35.89,5,8.3,1,119.6
124,Palghar,Energy,0,0,agricultural,71.74,12,25.1,0,86.6
223,Dankuni,Railways,5,1,agricultural,38.27,7,85.2,1,338.1
299,Thane,Energy,0,0,commercial,62.49,6,4.0,1,184.5
89,Navsari,Energy,3,1,commercial,34.6,6,4.9,1,247.0
220,Thane,Industrial,1,0,commercial,59.36,6,8.1,0,142.0
294,Gautam Buddha Nagar,Industrial,1,0,residential,76.54,1,82.6,0,158.0
241,Palghar,Energy,10,1,agricultural,67.9,2,75.2,1,333.2
150,Ahmedabad,Aviation,1,0,commercial,43.3,2,67.0,0,93.2
274,Panna,Water,0,0,commercial,71.46,1,32.4,0,104.2
78,Dankuni,Highways,2,0,agricultural,54.52,1,80.6,0,47.7
37,Surat,Aviation,0,0,commercial,6.75,6,69.7,0,86.9
230,Panna,Water,0,0,agricultural,56.89,3,11.3,0,113.1
263,Gautam Buddha Nagar,Highways,2,1,commercial,47.73,6,55.2,1,255.6
39,Gautam Buddha Nagar,Energy,0,0,agricultural,30.32,14,27.5,0,80.4
269,Gautam Buddha Nagar,Water,0,0,commercial,35.15,2,3.3,0,103.3
241,Ahmedabad,Energy,3,0,commercial,45.91,3,73.4,1,161.5
232,Panna,Industrial,7,1,agricultural,21.02,7,83.5,1,280.3
163,Raigad,Water,8,1,commercial,50.79,5,58.6,1,320.5
97,Sonnagar,Aviation,0,0,commercial,12.6,2,91.6,0,48.1
257,Hooghly,Aviation,0,0,residential,25.62,1,38.3,0,114.8
205,Sonnagar,Highways,3,0,agricultural,65.32,5,51.6,0,168.0
22,Thane,Highways,10,1,residential,78.57,4,68.1,1,310.4
198,Palghar,Railways,2,0,residential,1.58,3,43.5,1,120.0
232,Navsari,Railways,3,1,residential,73.6,1,21.0,1,296.3
235,Hooghly,Energy,1,0,agricultural,31.18,13,51.5,0,165.8
150,Dankuni,Railways,0,0,commercial,10.67,6,53.8,0,71.5
39,Navsari,Energy,8,1,commercial,20.73,6,36.2,1,261.7
72,Raigad,Railways,5,1,agricultural,12.76,12,93.6,1,286.9
58,Sonnagar,Aviation,3,0,commercial,32.15,2,24.6,0,134.2
101,Sonnagar,Railways,10,1,commercial,43.34,6,17.8,1,332.6
292,Sonnagar,Highways,3,1,residential,48.74,4,91.5,1,270.3
31,Sonnagar,Aviation,4,0,agricultural,78.32,6,68.9,0,149.9
132,Gautam Buddha Nagar,Railways,0,0,commercial,68.7,6,75.3,0,89.9
257,Sonnagar,Water,1,0,commercial,5.82,4,34.1,1,137.7
149,Dankuni,Energy,2,0,commercial,17.22,5,83.7,0,102.7
297,Gautam Buddha Nagar,Railways,7,1,commercial,19.65,5,13.5,1,313.2
290,Panna,Aviation,2,0,commercial,45.65,4,93.9,0,159.4
171,Sonnagar,Industrial,0,0,agricultural,46.51,3,79.9,0,122.9
207,Dankuni,Railways,3,1,commercial,69.02,5,52.3,1,266.4
119,Raigad,Energy,1,0,agricultural,47.6,3,50.5,0,136.1
296,Raigad,Highways,0,0,residential,65.44,2,93.5,0,134.9
300,Thane,Aviation,0,0,residential,10.13,1,3.4,0,150.0
282,Thane,Highways,0,0,residential,9.61,1,49.2,0,88.1
212,Panna,Aviation,10,1,commercial,7.15,3,19.6,1,331.7
298,Thane,Aviation,0,0,agricultural,19.9,2,56.8,0,87.9
85,Navsari,Water,6,1,residential,32.99,3,79.4,1,252.3
249,Surat,Aviation,0,0,agricultural,15.0,6,78.0,0,135.1
239,Sonnagar,Industrial,0,0,commercial,72.28,1,42.5,1,117.6
52,Ahmedabad,Energy,8,1,agricultural,73.33,5,82.7,1,268.7
243,Surat,Energy,0,0,agricultural,49.32,10,27.0,0,141.9
114,Gautam Buddha Nagar,Highways,1,0,commercial,23.89,2,37.1,0,67.1
250,Ahmedabad,Railways,1,0,commercial,43.42,5,53.7,1,128.4
263,Hooghly,Industrial,0,0,residential,2.94,4,18.8,0,113.0
136,Hooghly,Water,3,1,agricultural,11.05,12,73.1,1,283.6
110,Dankuni,Industrial,0,0,residential,6.75,1,72.8,0,60.8
199,Raigad,Highways,0,0,commercial,76.61,4,47.3,0,132.0
166,Sonnagar,Railways,0,0,commercial,6.43,5,64.6,0,71.9
221,Navsari,Highways,0,0,residential,14.57,2,58.1,0,101.1
150,Palghar,Water,0,0,agricultural,73.34,2,78.6,0,116.2
237,Hooghly,Highways,0,0,commercial,67.67,2,13.7,0,107.9
24,Thane,Aviation,0,0,residential,50.75,2,88.1,0,52.3
123,Thane,Water,0,0,agricultural,69.23,3,48.8,0,87.0
44,Sonnagar,Energy,10,1,agricultural,52.33,14,50.1,1,352.8
84,Hooghly,Railways,0,0,agricultural,75.36,9,88.0,0,95.9
194,Hooghly,Highways,1,0,agricultural,60.37,1,10.5,0,99.2
70,Gautam Buddha Nagar,Railways,1,0,commercial,25.54,4,9.5,0,66.4
84,Surat,Water,2,1,agricultural,37.26,13,42.0,1,248.3
59,Hooghly,Energy,1,0,residential,25.32,3,67.0,0,106.0
226,Gautam Buddha Nagar,Industrial,1,0,commercial,69.28,4,34.0,0,135.0
60,Hooghly,Highways,2,0,commercial,41.42,2,92.9,0,113.4
51,Panna,Highways,7,1,agricultural,4.11,6,74.0,1,243.7
254,Dankuni,Railways,0,0,agricultural,70.59,13,69.7,0,175.6
230,Surat,Energy,0,0,agricultural,22.2,9,42.5,0,108.3
143,Gautam Buddha Nagar,Industrial,3,0,agricultural,40.52,9,30.2,1,187.4
222,Ahmedabad,Aviation,1,0,commercial,26.8,1,43.4,0,119.7
244,Thane,Water,0,0,commercial,29.46,4,16.8,0,105.3
291,Thane,Industrial,3,0,agricultural,26.3,1,47.9,0,134.1
134,Dankuni,Industrial,3,1,agricultural,79.74,8,74.4,1,266.5
183,Dankuni,Highways,2,0,agricultural,35.89,7,7.0,0,134.2
204,Thane,Water,0,0,residential,73.63,3,67.0,0,126.6
84,Thane,Highways,7,1,residential,62.9,3,83.1,1,284.5
55,Ahmedabad,Aviation,0,0,agricultural,69.09,3,86.3,0,108.3
147,Dankuni,Aviation,3,0,residential,27.51,4,28.3,1,131.0
81,Hooghly,Aviation,1,0,agricultural,74.49,12,71.1,0,114.1
39,Surat,Aviation,8,1,agricultural,23.38,11,59.8,1,287.8
75,Thane,Railways,7,1,residential,10.52,1,83.7,1,259.8
51,Sonnagar,Energy,1,0,agricultural,72.83,4,94.1,0,122.2
192,Raigad,Industrial,0,0,commercial,30.22,5,33.7,1,112.6
264,Thane,Highways,1,0,commercial,51.71,4,55.1,1,131.9
294,Panna,Highways,0,0,agricultural,21.39,13,66.7,0,178.1
79,Navsari,Aviation,4,0,residential,53.15,3,30.5,0,91.4
216,Surat,Highways,0,0,agricultural,67.92,3,33.1,0,122.2
267,Valsad,Highways,8,1,agricultural,25.39,3,85.6,1,331.2
46,Panna,Energy,1,0,agricultural,46.03,13,15.9,0,105.4
31,Palghar,Highways,1,0,agricultural,71.44,14,64.9,0,131.8
276,Panna,Industrial,2,1,commercial,12.54,1,10.2,1,249.4
159,Raigad,Industrial,0,0,agricultural,78.03,8,33.1,0,112.7
110,Panna,Water,8,1,commercial,25.28,4,6.3,1,283.7
87,Dankuni,Railways,0,0,agricultural,15.33,5,45.0,0,76.3
242,Gautam Buddha Nagar,Railways,7,1,agricultural,67.43,4,68.4,1,321.9
65,Ahmedabad,Aviation,1,0,agricultural,52.99,2,34.8,0,72.6
17,Panna,Industrial,1,0,commercial,34.98,1,48.8,0,83.6
175,Panna,Industrial,1,0,agricultural,77.84,3,67.5,0,143.2
188,Thane,Aviation,1,0,agricultural,61.36,12,58.2,1,180.7
275,Ahmedabad,Industrial,1,0,agricultural,14.2,9,27.7,1,147.2
278,Thane,Aviation,9,1,agricultural,13.42,1,18.5,1,341.0
84,Raigad,Aviation,0,0,agricultural,20.53,5,27.9,0,74.6
283,Sonnagar,Railways,0,0,residential,77.93,3,55.7,0,115.3
21,Dankuni,Railways,5,1,residential,78.3,3,89.2,1,235.1
239,Raigad,Railways,3,0,residential,10.61,1,24.7,1,137.4
228,Raigad,Industrial,0,0,agricultural,20.65,4,2.3,0,108.7
240,Sonnagar,Industrial,0,0,agricultural,72.3,2,58.8,0,156.3
97,Dankuni,Highways,0,0,residential,54.77,1,45.7,0,96.7
286,Raigad,Industrial,2,1,residential,21.46,3,8.2,1,261.6
75,Gautam Buddha Nagar,Highways,0,0,agricultural,4.94,7,53.8,0,100.6
211,Ahmedabad,Water,8,1,agricultural,74.42,2,55.0,1,309.4
161,Thane,Energy,2,0,residential,24.39,1,43.0,0,134.5
111,Dankuni,Energy,1,0,residential,27.83,3,62.2,0,108.2
83,Raigad,Railways,2,0,commercial,7.53,2,25.8,0,64.8
299,Sonnagar,Energy,0,0,residential,12.53,1,51.6,0,115.6
223,Dankuni,Industrial,5,1,agricultural,58.09,14,68.1,1,308.4
117,Ahmedabad,Energy,2,0,agricultural,71.05,12,91.8,1,156.7
44,Raigad,Energy,0,0,residential,20.02,2,90.3,0,62.0
202,Palghar,Highways,1,0,residential,32.75,3,93.2,0,154.8
152,Sonnagar,Water,2,0,residential,32.41,3,69.1,1,107.4
137,Valsad,Railways,1,0,commercial,79.29,3,38.6,1,111.3
235,Panna,Water,6,1,agricultural,10.55,3,33.9,1,301.7
171,Thane,Industrial,2,0,commercial,15.24,4,57.4,0,161.1
169,Gautam Buddha Nagar,Water,0,0,commercial,68.35,2,3.3,0,96.0
75,Surat,Energy,8,1,residential,10.24,3,6.9,1,257.1
141,Panna,Industrial,0,0,agricultural,33.53,2,30.0,0,99.8
226,Sonnagar,Highways,9,1,commercial,18.47,6,86.0,1,337.7
286,Sonnagar,Highways,3,0,commercial,11.8,1,9.4,1,135.3
95,Panna,Energy,6,1,commercial,59.26,2,42.3,1,248.5
270,Navsari,Energy,9,1,residential,15.92,2,82.9,1,317.9
189,Sonnagar,Industrial,2,0,commercial,18.19,4,45.0,1,142.6
111,Dankuni,Energy,2,1,commercial,9.36,1,62.1,1,207.8
239,Sonnagar,Energy,0,0,agricultural,74.24,6,32.3,0,134.2
262,Thane,Highways,0,0,agricultural,10.68,5,19.3,0,125.3
28,Surat,Highways,0,0,commercial,46.11,1,73.5,0,76.7
268,Dankuni,Aviation,3,0,agricultural,16.28,4,37.2,0,185.8
28,Panna,Water,0,0,agricultural,58.24,14,47.1,0,118.7
124,Valsad,Industrial,0,0,commercial,12.49,6,73.7,0,96.8
104,Surat,Industrial,7,1,residential,68.3,2,74.7,1,297.1
194,Ahmedabad,Highways,1,0,residential,7.79,1,53.3,0,105.6
76,Ahmedabad,Industrial,2,0,commercial,66.47,2,37.4,0,124.7
196,Raigad,Water,4,0,agricultural,78.45,4,85.0,0,176.1
267,Raigad,Aviation,2,0,agricultural,35.06,12,72.9,0,179.8
181,Ahmedabad,Water,0,0,agricultural,12.04,4,93.3,0,93.0
23,Raigad,Aviation,2,0,residential,23.72,2,34.2,0,80.1
109,Gautam Buddha Nagar,Railways,7,1,residential,32.7,4,19.0,1,241.8
40,Valsad,Railways,0,0,commercial,71.82,6,46.5,0,83.4
43,Dankuni,Highways,9,1,residential,22.42,2,2.6,1,263.4
180,Panna,Energy,3,1,agricultural,17.97,7,18.2,1,234.5
132,Navsari,Aviation,2,0,commercial,52.72,4,7.9,0,96.5
143,Thane,Energy,2,0,commercial,74.97,6,8.3,1,172.4
190,Navsari,Highways,0,0,agricultural,45.78,11,10.5,0,110.6
245,Surat,Industrial,0,0,commercial,15.2,4,76.7,0,108.1
22,Raigad,Water,9,1,agricultural,8.14,12,63.5,1,304.4
235,Surat,Industrial,1,0,agricultural,37.29,10,62.2,0,166.6
52,Panna,Water,9,1,agricultural,71.51,4,9.4,1,285.1
214,Raigad,Water,0,0,residential,76.75,4,62.3,0,134.6
173,Dankuni,Railways,3,1,residential,50.58,4,32.6,1,294.8
186,Dankuni,Aviation,3,1,residential,12.01,2,13.3,1,248.9
154,Valsad,Water,1,0,commercial,36.76,3,46.6,0,107.9
217,Ahmedabad,Industrial,1,0,commercial,61.12,4,39.3,0,127.1
118,Navsari,Highways,0,0,commercial,55.4,1,25.9,0,88.6
127,Surat,Energy,0,0,commercial,59.26,3,54.5,0,65.1
198,Hooghly,Highways,8,1,agricultural,18.21,4,6.6,1,321.4
194,Thane,Railways,10,1,commercial,13.31,4,64.7,1,333.7
163,Palghar,Energy,1,0,residential,44.99,3,58.9,0,126.2
167,Dankuni,Water,2,0,agricultural,70.04,5,71.3,0,160.3
77,Palghar,Energy,3,0,residential,47.33,2,79.5,0,115.4
130,Gautam Buddha Nagar,Water,0,0,commercial,33.09,1,50.9,0,55.7
129,Panna,Railways,7,1,agricultural,40.29,3,58.3,1,288.9
282,Gautam Buddha Nagar,Aviation,3,0,residential,8.43,2,11.6,1,157.8
46,Gautam Buddha Nagar,Water,0,0,agricultural,38.56,1,46.5,0,93.8
226,Valsad,Railways,1,0,commercial,47.06,2,5.5,1,128.3
210,Gautam Buddha Nagar,Water,0,0,commercial,49.07,5,7.1,1,126.2
73,Valsad,Highways,9,1,agricultural,27.0,7,82.4,1,297.2
187,Surat,Energy,2,0,residential,77.13,4,92.3,1,162.8
199,Surat,Highways,0,0,commercial,55.81,4,38.1,0,122.6
39,Panna,Industrial,0,0,commercial,15.09,4,16.7,0,51.2
249,Surat,Railways,0,0,commercial,17.03,1,3.7,0,122.1
217,Gautam Buddha Nagar,Water,1,0,residential,2.73,3,68.1,1,96.8
40,Navsari,Water,3,1,residential,51.91,4,42.7,1,240.4
121,Surat,Highways,0,0,commercial,18.66,3,90.1,0,106.5
215,Gautam Buddha Nagar,Energy,0,0,commercial,27.27,2,20.5,1,144.5
84,Gautam Buddha Nagar,Railways,7,1,agricultural,32.4,2,22.0,1,255.9
224,Surat,Railways,0,0,commercial,55.53,6,85.8,1,112.4
87,Thane,Water,1,0,commercial,28.12,3,25.2,0,77.4
43,Dankuni,Energy,4,1,agricultural,72.86,12,56.1,1,237.0
125,Raigad,Railways,4,1,agricultural,4.21,9,29.5,1,272.4
61,Gautam Buddha Nagar,Aviation,0,0,agricultural,13.49,13,14.3,0,101.7
147,Hooghly,Aviation,1,0,commercial,58.51,1,79.3,0,112.5
226,Hooghly,Energy,4,1,commercial,74.09,1,37.9,1,267.7
255,Hooghly,Railways,0,0,residential,69.84,1,18.7,0,129.9
212,Gautam Buddha Nagar,Aviation,1,0,commercial,57.15,5,69.4,1,149.2
246,Surat,Aviation,3,0,agricultural,63.66,2,14.1,0,171.8
36,Panna,Water,7,1,residential,78.61,4,77.1,1,272.7
263,Palghar,Water,0,0,agricultural,50.53,4,57.6,0,149.1
196,Gautam Buddha Nagar,Industrial,7,1,commercial,58.95,1,47.9,1,308.9
145,Hooghly,Water,10,1,residential,36.63,2,4.0,1,309.9
207,Palghar,Water,1,0,agricultural,21.22,11,37.6,1,133.5
291,Sonnagar,Aviation,0,0,agricultural,23.55,5,43.2,0,127.7
275,Panna,Industrial,3,0,commercial,1.43,4,3.9,1,189.2
274,Gautam Buddha Nagar,Aviation,0,0,commercial,61.4,3,19.6,0,114.4
218,Gautam Buddha Nagar,Aviation,1,0,agricultural,13.22,10,70.9,0,147.1
178,Hooghly,Water,0,0,commercial,29.02,2,3.6,0,101.9
83,Panna,Highways,7,1,agricultural,46.03,3,16.0,1,280.4
92,Ahmedabad,Railways,0,0,agricultural,53.35,10,39.4,0,117.2
224,Sonnagar,Railways,6,1,residential,53.29,2,6.0,1,307.7
28,Navsari,Industrial,1,0,residential,8.22,2,69.3,0,84.3
288,Thane,Highways,0,0,commercial,68.52,1,78.2,1,150.5
205,Palghar,Railways,1,0,agricultural,72.98,2,68.1,0,123.8
270,Panna,Water,0,0,residential,1.17,1,51.4,0,123.7
83,Ahmedabad,Energy,1,0,commercial,3.89,4,18.5,1,63.8
283,Hooghly,Water,2,0,residential,41.9,4,61.3,0,197.2
75,Sonnagar,Energy,2,0,residential,17.81,2,12.4,0,125.0
113,Raigad,Railways,6,1,agricultural,55.37,1,28.4,1,251.6
263,Palghar,Energy,3,0,residential,45.68,1,10.4,1,147.7
157,Ahmedabad,Industrial,1,0,residential,52.31,2,12.3,0,110.3
25,Ahmedabad,Water,2,0,commercial,56.65,1,2.5,0,80.8
293,Panna,Energy,3,0,agricultural,0.81,11,6.3,1,173.8
15,Panna,Railways,1,0,residential,13.37,4,80.3,0,50.5
45,Gautam Buddha Nagar,Industrial,1,0,agricultural,34.86,14,44.5,0,124.5
120,Surat,Railways,1,0,residential,71.49,2,21.9,0,114.6
73,Palghar,Industrial,4,0,commercial,73.09,4,18.5,0,155.3
15,Panna,Energy,0,0,agricultural,53.27,13,16.6,0,83.8
291,Raigad,Highways,2,0,residential,18.29,2,44.9,0,126.2
25,Panna,Water,3,0,commercial,39.69,1,62.5,0,112.5
18,Valsad,Industrial,3,0,agricultural,42.05,14,62.8,0,176.0
242,Gautam Buddha Nagar,Railways,0,0,commercial,73.5,6,12.3,1,137.4
292,Panna,Aviation,0,0,agricultural,40.05,12,64.8,1,159.1
207,Raigad,Aviation,4,0,commercial,32.24,4,73.0,0,157.8
244,Palghar,Railways,10,1,commercial,47.66,2,33.9,1,361.2
19,Ahmedabad,Aviation,2,0,residential,70.98,1,43.4,0,89.5
170,Gautam Buddha Nagar,Water,9,1,commercial,46.14,4,47.1,1,314.2
269,Gautam Buddha Nagar,Water,7,1,commercial,55.0,5,28.4,1,374.8
169,Surat,Industrial,9,1,residential,19.78,4,50.3,1,303.2
288,Sonnagar,Industrial,8,1,residential,23.79,1,26.7,1,350.2
278,Raigad,Aviation,3,0,residential,26.47,2,13.0,0,159.1
35,Ahmedabad,Railways,0,0,commercial,48.35,1,3.7,0,57.7
68,Navsari,Energy,0,0,residential,70.24,2,83.4,0,66.9
297,Navsari,Aviation,9,1,residential,21.32,1,53.5,1,352.4
204,Thane,Railways,0,0,commercial,17.42,6,34.1,0,126.2
197,Palghar,Industrial,0,0,residential,77.48,3,38.0,0,128.8
292,Gautam Buddha Nagar,Railways,3,0,commercial,23.89,4,55.0,1,171.2
75,Sonnagar,Highways,0,0,residential,70.32,1,4.9,0,71.5
39,Valsad,Aviation,6,1,agricultural,24.59,5,14.2,1,246.1
190,Hooghly,Energy,1,0,residential,74.37,3,17.3,0,126.3
191,Raigad,Highways,0,0,commercial,38.48,3,88.7,0,92.2
19,Raigad,Highways,0,0,residential,51.0,3,42.9,0,69.5
292,Hooghly,Water,2,0,commercial,30.1,2,57.9,0,159.2
175,Surat,Industrial,3,1,agricultural,77.57,5,33.0,1,275.1
16,Sonnagar,Industrial,0,0,agricultural,52.84,2,88.5,0,74.0
88,Hooghly,Railways,1,0,residential,12.99,3,51.9,0,78.9
179,Valsad,Industrial,0,0,commercial,46.96,3,17.8,0,95.7
74,Valsad,Highways,0,0,commercial,29.78,1,43.7,0,77.4
200,Panna,Aviation,0,0,agricultural,36.13,5,27.0,0,129.0
167,Surat,Energy,1,0,agricultural,59.6,12,29.5,1,122.5
168,Palghar,Energy,4,0,residential,37.03,3,28.9,0,150.3
276,Valsad,Railways,0,0,commercial,10.42,2,41.2,0,105.3
281,Surat,Railways,4,0,residential,34.46,1,49.7,0,176.1
104,Panna,Highways,1,0,commercial,1.27,5,42.4,0,94.9
171,Raigad,Highways,2,0,commercial,17.41,3,69.8,0,123.8
277,Panna,Highways,0,0,agricultural,34.28,8,19.5,0,158.3
241,Palghar,Aviation,3,0,commercial,47.6,4,56.8,1,174.5
146,Surat,Water,1,0,agricultural,34.69,6,6.9,0,103.9
72,Thane,Aviation,10,1,agricultural,27.55,4,55.7,1,300.5
98,Dankuni,Aviation,3,1,commercial,43.45,4,63.7,1,246.2
156,Dankuni,Energy,1,0,commercial,41.58,5,71.9,1,102.5
204,Sonnagar,Water,1,0,residential,70.21,4,32.6,0,121.9
71,Panna,Railways,0,0,residential,11.91,4,71.3,0,71.7
52,Dankuni,Aviation,0,0,residential,43.47,4,85.6,0,84.1
149,Gautam Buddha Nagar,Industrial,2,0,commercial,63.3,2,41.6,0,119.0
57,Ahmedabad,Industrial,5,1,agricultural,51.24,4,51.1,1,264.9
140,Panna,Highways,4,0,agricultural,66.83,2,27.6,0,146.9
100,Thane,Aviation,0,0,residential,46.38,3,31.4,0,77.0
128,Ahmedabad,Industrial,0,0,agricultural,50.43,11,31.1,0,119.8
21,Sonnagar,Water,1,0,residential,16.02,4,3.9,0,61.5
20,Surat,Industrial,10,1,agricultural,10.49,10,93.6,1,328.5
139,Valsad,Energy,0,0,agricultural,5.2,9,32.5,0,96.5
36,Panna,Aviation,0,0,agricultural,11.28,4,68.5,0,64.1
269,Valsad,Aviation,8,1,residential,11.62,4,9.3,1,301.9
140,Gautam Buddha Nagar,Water,5,1,residential,63.98,1,67.5,1,248.0
164,Ahmedabad,Highways,0,0,commercial,52.23,4,78.3,0,126.7
74,Raigad,Energy,6,1,commercial,20.06,6,59.1,1,230.5
108,Surat,Water,3,0,commercial,43.8,4,94.7,0,118.6
105,Valsad,Railways,0,0,commercial,20.76,1,78.0,0,61.5
251,Palghar,Industrial,0,0,residential,71.39,3,51.8,0,95.1
206,Ahmedabad,Energy,0,0,agricultural,53.71,9,2.1,0,135.2
229,Navsari,Railways,4,1,commercial,74.72,5,83.1,1,306.5
285,Navsari,Water,0,0,agricultural,25.7,4,88.2,0,114.8
220,Thane,Water,2,1,commercial,45.79,2,49.0,1,229.8
153,Gautam Buddha Nagar,Industrial,2,0,commercial,28.37,6,24.1,0,116.6
266,Sonnagar,Water,6,1,agricultural,71.12,1,61.7,1,320.8
211,Panna,Highways,2,0,agricultural,62.16,13,79.1,1,224.9
